rank,es_word,es_sentence,fr_word,fr_sentence
889,aceptación,"la aceptación del público fue inmediata",acceptation,"l'acceptation du public a été immédiate"
890,aprovechar,"deberíamos aprovechar estos días para descansar",profiter,"nous devrions profiter de ces jours pour nous reposer"
891,narrar,"comenzó a narrar sucesos de su infancia",narrer,"elle a commencé à narrer des événements de son enfance"
892,viernes,"la conferencia tendrá lugar el viernes a las 12 horas",vendredi,"la conférence aura lieu vendredi à 12 heures"
893,cero,"el termómetro marcó cero grados",zéro,"le thermomètre a marqué zéro degré"
894,producir,"suele producirse a raíz de una infección vírica",produire,"il se produit généralement à la suite d'une infection virale"
895,necesidad,"sabía que yo tenía necesidad de cosas materiales",besoin,"elle savait que j'avais besoin de choses matérielles"
896,feliz,"pensaba que mi vida feliz iba a durar mucho",heureux,"je pensais que ma vie heureuse allait durer longtemps"
897,maestro,"se inmortaliza el encuentro entre el estudiante y el maestro",maître,"on immortalise la rencontre entre l'étudiant et le maître"
898,bajar,"no podía bajar las escaleras",descendre,"je ne pouvais pas descendre les escaliers"
899,pedir,"si me lo pides, lo hago",demander,"si tu me le demandes, je le fais"
900,transmitir,"solo el Arte tiene el poder de transmitir emociones",transmettre,"seule l'Art a le pouvoir de transmettre des émotions"
900,población,"hay una población de 75 mil personas",population,"il y a une population de 75 000 personnes"
901,pareja,"una pareja de enamorados se besa",couple,"un couple d'amoureux s'embrasse"
902,pasado,"Ud. sólo piensa en el pasado. // Sí, pero es tan lindo recordar",passé,"Vous ne pensez qu'au passé. // Oui, mais c'est tellement agréable de se souvenir"
903,diario,"las noticias que lee en el diario acerca de lo que pasa en Inglaterra",journal,"les nouvelles qu'il lit dans le journal sur ce qui se passe en Angleterre"
904,azul,"y los colores básicos: azul, amarillo, verde y rojo",bleu,"et les couleurs de base : bleu, jaune, vert et rouge"
905,mencionar,"se deben mencionar algunos detalles más",mentionner,"certains détails supplémentaires doivent être mentionnés"
906,generación,"está criando la nueva generación de hijos",génération,"elle élève la nouvelle génération d'enfants"
907,frío,"las temperaturas son aún más frías durante el invierno",froid,"les températures sont encore plus froides pendant l'hiver"
908,visión,"teníamos sobre todo una misma visión de la vida",vision,"nous avions surtout une vision commune de la vie"
892,conversación,"quería continuar la conversación sobre la pintura y el arte",conversation,"elle voulait poursuivre la conversation sur la peinture et l'art"
909,concreto,"de buscar una solución al problema concreto de las minas",concret,"de trouver une solution au problème concret des mines"
893,verano,"esperan el calor del verano que cada día parecía más lejano",été,"ils attendent la chaleur de l'été qui semblait chaque jour plus lointain"
910,plantear,"quisiéramos aquí plantear la cuestión",poser,"nous aimerions ici poser la question"
911,probar,"metió la mano adentro para probar la temperatura",essayer,"elle a mis la main à l'intérieur pour essayer la température"
912,derecho,"¿dónde está? // Derecho por el corredor, a la derecha",droit,"Où est-ce? // Tout droit dans le couloir, à droite"
913,peligro,"ante el peligro de la muerte, Douglas recordó toda su vida",danger,"face au danger de la mort, Douglas a rappelé toute sa vie"
914,oro,"no faltan los lingotes, barras y monedas de oro y plata",or,"il ne manque pas de lingots, de barres et de pièces d'or et d'argent"
915,justo,"está colocada en el medio - justo frente a la silla",juste,"elle est placée au milieu - juste en face de la chaise"
916,manejar,"quiero manejar un auto",conduire,"je veux conduire une voiture"
917,vino,"para acompañar un plato así, tiene que ser vino tinto",vin,"pour accompagner un plat comme ça, il doit être du vin rouge"
918,unir,"lo que Dios ha unido no lo separe el hombre",unir,"ce que Dieu a uni, que l'homme ne le sépare pas"
919,caminar,"sólo debía caminar dos cuadras para llegar a la terminal",marcher,"elle devait seulement marcher deux pâtés de maisons pour arriver à la gare"
920,coincidir,"se entienden, a pesar de no coincidir siempre en sus opiniones",coïncider,"ils se comprennent, même s'ils ne coïncident pas toujours dans leurs opinions"
921,etapa,"entró en la etapa final de su enfermedad",étape,"elle est entrée dans la phase finale de sa maladie"
922,sencillo,"¿es más difícil o más sencillo que antes?",simple,"est-ce plus difficile ou plus simple qu'avant ?"
923,silencio,"Castro guarda silencio en cuanto al número de encarcelados",silence,"Castro garde le silence sur le nombre de détenus"
924,salvo,"todo ha envejecido salvo esa mirada",sauf,"tout a vieilli sauf ce regard"
925,llenar,"un espacio se puede llenar con muchos elementos bonitos",remplir,"un espace peut être rempli avec beaucoup d'éléments jolis"
926,dominar,"dominaba tres lenguas: el griego, el latín, y el osco",dominer,"elle maîtrisait trois langues : le grec, le latin et l'osque"
927,determinado,"se levantó con aire determinado para marcharse",déterminé,"elle s'est levée avec une attitude déterminée pour partir"
928,artista,"el artista pintó también retablos de madera de gran formato",artiste,"l'artiste a également peint des retables en bois de grand format"
929,medir,"la Colonia Güell mide precisamente 44 metros de alto",mesurer,"la Colonia Güell mesure précisément 44 mètres de haut"
930,labor,"se habla mucho de su labor en el terreno del psicoanálisis",travail,"on parle beaucoup de son travail dans le domaine de la psychanalyse"
931,perdido,"no todo estaba perdido y era posible conseguir un empleo",perdu,"tout n'était pas perdu et il était possible d'obtenir un emploi"
932,cielo,"cree ver en el cielo una nube negra",ciel,"elle croit voir dans le ciel un nuage noir"
948,adecuado,"buscó el lugar adecuado donde plantar su nido",adéquat,"elle a cherché l'endroit adéquat où planter son nid"
949,introducir,"ahorita se pueden introducir las nuevas tecnologías",introduire,"maintenant, on peut introduire les nouvelles technologies"
933,práctica,"necesitas poner en práctica tus ideas",pratique,"tu as besoin de mettre en pratique tes idées"
934,límite,"habían llegado al límite de su paciencia",limite,"ils avaient atteint la limite de leur patience"
935,masa,"para determinar la masa atómica de diversos elementos",masse,"pour déterminer la masse atomique de divers éléments"
936,directamente,"se metió directamente en la pelea",directement,"elle est entrée directement dans la mêlée"
937,atravesar,"para llegar al monte tenía que atravesar la pista caminando",traverser,"pour atteindre la montagne, elle devait traverser la piste à pied"
938,formación,"¿cuál ha sido su formación académica?",formation,"quelle a été votre formation académique ?"
939,perro,"el gato, el perro y los pollos fueron domesticados muy pronto",chien,"le chat, le chien et les poulets ont été domestiqués très tôt"
940,izquierda,"los miró de arriba abajo y de izquierda a derecha",gauche,"elle les a regardés de haut en bas et de gauche à droite"
941,destacar,"quisiera destacar los puntos siguientes",mettre en avant,"je voudrais mettre en avant les points suivants"
942,cercano,"su lugar de trabajo se encontraba cercano a la residencia",proche,"son lieu de travail était proche de la résidence"
943,cuarenta,"era una mujer de unos cuarenta años",quarante,"c'était une femme d'environ quarante ans"
944,pronunciar,"su manera de pronunciar el castellano",prononcer,"sa manière de prononcer l'espagnol"
945,distinguir,"el desdichado no distingue entre lo cierto y lo ilusorio",distinguer,"le malheureux ne distingue pas entre le réel et l'illusoire"
946,energía,"no encontró ni las palabras ni la energía para hacerlo",énergie,"elle n'a trouvé ni les mots ni l'énergie pour le faire"
947,confianza,"hay una gran confianza entre los alumnos y la profesora",confiance,"il y a une grande confiance entre les élèves et la professeure"
950,flor,"el clavel y las rosas, tulipán y ¿cuál era la otra flor?",fleur,"l'œillet et les roses, la tulipe et quelle était l'autre fleur ?"
951,esposa,"la delicada solicitud de Elena, su esposa y compañera permanente",épouse,"la délicate sollicitude d'Elena, son épouse et compagne permanente"
952,comunicar,"la novela sirve más bien para comunicar ideas",communiquer,"le roman sert plutôt à communiquer des idées"
953,italiano,"tantas ciudades italianas que son casi como un museo",italien,"tant de villes italiennes qui ressemblent presque à un musée"
954,invitar,"le voy a invitar con un café caliente",inviter,"je vais l'inviter à prendre un café chaud"
955,responsable,"siempre me sentí responsable de nuestra separación",responsable,"je me suis toujours senti responsable de notre séparation"
956,feliz,"con un aplausito cortés, y una sonrisita feliz",heureux,"avec un petit applaudissement poli et un sourire heureux"
957,revolución,"los progresos en la ciencia y la revolución de las comunicaciones",révolution,"les progrès dans la science et la révolution des communications"
958,instalar,"trataba de instalar un columpio para los niños",installer,"elle essayait d'installer une balançoire pour les enfants"
959,tardar,"el tren se tardó doce horas en llegar a Roma",mettre du temps,"le train a mis douze heures pour arriver à Rome"
960,mejorar,"no va a mejorar, R. suspiró con aire de resignación",améliorer,"ça ne va pas s'améliorer, R. soupira avec un air de résignation"
961,maestro,"en términos académicos, soy maestro de Humanismo en la Universidad",professeur,"en termes académiques, je suis professeur d'humanisme à l'université"
962,emplear,"el pintor necesita emplear sus talentos en sus obras",employer,"le peintre a besoin d'employer ses talents dans ses œuvres"
963,alemán,"la firma de electricidad alemana AEG, en Berlín",allemand,"la société d'électricité allemande AEG, à Berlin"
964,convenir,"no conviene que me vean en un consultorio de esos",convenir,"il n'est pas conseillé qu'ils me voient dans un cabinet de ce genre"
965,recuperar,"pareció recuperar parte de sus menguadas fuerzas",récupérer,"il semblait récupérer une partie de ses forces diminuées"
966,fenómeno,"el muchacho debe de ser un fenómeno para recuperarse tan pronto",phénomène,"le garçon doit être un phénomène pour récupérer si vite"
967,presión,"está ejerciendo mucha presión para que no lo publiquemos",pression,"il exerce beaucoup de pression pour que nous ne le publiions pas"
968,dado,"todos ellos, en un momento dado, fueron rivales",donné,"tous, à un moment donné, étaient des rivaux"
969,alumno,"yo fui muy buen alumno en la matemática",élève,"j'étais un très bon élève en mathématiques"
970,teoría,"un artículo acerca de la fusión nuclear o la Teoría de la Relatividad",théorie,"un article sur la fusion nucléaire ou la théorie de la relativité"
971,probablemente,"probablemente después de misa se viene a cocinar",probablement,"probablement après la messe, elle vient cuisiner"
